age,gender,job_role,years_of_experience,work_type,hours_worked_per_week,number_of_virtual_meetings,work_life_balance_rating,stress_level,productivity_change,social_isolation_rating,satisfaction_with_remote_work,company_support_for_remote_work,degree_of_remote_support,degree_of_social_isolation,degree_of_work-life_balance
54,Non-binary,Software Engineer,26,Onsite,42,14,2,Low,Decrease,1,Satisfied,4,High,Low,Low
29,Non-binary,Software Engineer,21,Hybrid,28,5,3,High,Decrease,3,Neutral,3,Medium,Medium,Medium
34,Non-binary,Project Manager,30,Remote,56,15,5,Low,Increase,1,Unsatisfied,1,Low,Low,High
28,Female,Project Manager,20,Remote,38,6,1,Low,Decrease,3,Unsatisfied,1,Low,Medium,Low
23,Non-binary,Software Engineer,1,Onsite,47,8,2,Medium,Decrease,3,Satisfied,3,Medium,Medium,Low
53,Prefer not to say,Data Scientist,28,Hybrid,48,6,1,High,No Change,1,Satisfied,3,Medium,Low,Low
29,Male,Project Manager,18,Onsite,49,14,5,Low,Decrease,2,Satisfied,4,High,Low,High
42,Non-binary,Project Manager,7,Hybrid,32,3,1,High,Increase,4,Unsatisfied,3,Medium,High,Low
45,Male,Software Engineer,16,Onsite,52,1,2,High,Increase,1,Neutral,2,Low,Low,Low
40,Female,Software Engineer,19,Remote,38,0,3,High,Increase,5,Unsatisfied,4,High,High,Medium
52,Non-binary,Software Engineer,16,Hybrid,25,2,3,High,Decrease,3,Satisfied,1,Low,Medium,Medium
38,Non-binary,Data Scientist,31,Hybrid,28,3,2,High,No Change,1,Unsatisfied,5,High,Low,Low
36,Female,Project Manager,20,Onsite,54,15,3,Medium,No Change,4,Satisfied,2,Low,High,Medium
25,Female,Software Engineer,1,Remote,39,6,4,Low,Decrease,2,Unsatisfied,5,High,Low,High
23,Male,Project Manager,21,Remote,57,5,1,Low,No Change,4,Unsatisfied,4,High,High,Low
45,Male,Data Scientist,5,Remote,27,9,3,High,No Change,2,Neutral,5,High,Low,Medium
55,Male,Software Engineer,1,Hybrid,44,5,2,High,Increase,2,Satisfied,1,Low,Low,Low
27,Female,Software Engineer,14,Hybrid,46,5,1,Medium,Decrease,3,Unsatisfied,4,High,Medium,Low
47,Non-binary,Software Engineer,9,Onsite,54,14,4,High,Decrease,5,Neutral,3,Medium,High,High
48,Prefer not to say,Software Engineer,3,Onsite,34,11,3,High,Increase,4,Satisfied,3,Medium,High,Medium
43,Male,Software Engineer,32,Remote,23,10,5,Low,Increase,4,Satisfied,5,High,High,High
38,Non-binary,Project Manager,29,Onsite,50,3,5,Low,No Change,4,Neutral,1,Low,High,High
41,Non-binary,Data Scientist,33,Remote,39,13,4,Medium,No Change,5,Neutral,3,Medium,High,High
42,Prefer not to say,Software Engineer,5,Remote,57,12,5,Medium,Decrease,1,Unsatisfied,4,High,Low,High
42,Prefer not to say,Software Engineer,30,Remote,37,15,2,Medium,Increase,2,Neutral,3,Medium,Low,Low
43,Male,Data Scientist,32,Hybrid,40,7,4,Medium,No Change,5,Unsatisfied,1,Low,High,High
39,Male,Project Manager,1,Hybrid,60,5,5,High,No Change,4,Satisfied,3,Medium,High,High
53,Prefer not to say,Data Scientist,10,Onsite,53,15,4,Medium,Increase,3,Neutral,4,High,Medium,High
53,Prefer not to say,Data Scientist,28,Remote,60,5,1,Medium,Decrease,2,Satisfied,2,Low,Low,Low
39,Prefer not to say,Data Scientist,20,Remote,39,1,4,Low,Increase,5,Unsatisfied,2,Low,High,High
57,Non-binary,Data Scientist,31,Remote,31,1,3,Low,Increase,1,Satisfied,1,Low,Low,Medium
45,Prefer not to say,Software Engineer,5,Hybrid,21,10,1,Medium,Decrease,4,Satisfied,4,High,High,Low
48,Male,Software Engineer,18,Remote,43,1,3,Low,Increase,1,Unsatisfied,1,Low,Low,Medium
43,Female,Project Manager,21,Hybrid,24,13,1,High,Decrease,4,Neutral,2,Low,High,Low
43,Prefer not to say,Data Scientist,12,Hybrid,28,6,3,High,Increase,3,Satisfied,5,High,Medium,Medium
36,Male,Project Manager,1,Onsite,45,4,1,Medium,Increase,5,Neutral,4,High,High,Low
59,Female,Software Engineer,7,Remote,22,10,2,Medium,Decrease,2,Neutral,4,High,Low,Low
59,Male,Project Manager,35,Remote,48,0,4,Medium,Decrease,3,Unsatisfied,1,Low,Medium,High
31,Female,Project Manager,3,Onsite,60,15,4,High,Decrease,1,Satisfied,1,Low,Low,High
54,Prefer not to say,Software Engineer,8,Hybrid,30,9,4,Low,Increase,1,Neutral,4,High,Low,High
29,Male,Software Engineer,19,Remote,43,5,5,Medium,No Change,1,Satisfied,5,High,Low,High
51,Male,Software Engineer,7,Remote,27,0,1,High,Increase,2,Unsatisfied,3,Medium,Low,Low
38,Non-binary,Software Engineer,23,Onsite,57,14,3,Medium,Decrease,2,Neutral,1,Low,Low,Medium
56,Male,Data Scientist,4,Onsite,35,9,2,High,Decrease,3,Satisfied,3,Medium,Medium,Low
55,Non-binary,Software Engineer,16,Onsite,35,10,2,Low,Increase,1,Unsatisfied,4,High,Low,Low
60,Prefer not to say,Software Engineer,12,Hybrid,51,2,2,High,Decrease,5,Satisfied,5,High,High,Low
52,Female,Data Scientist,1,Onsite,28,12,3,Low,Increase,5,Unsatisfied,1,Low,High,Medium
53,Non-binary,Project Manager,19,Onsite,45,6,1,Medium,Decrease,3,Satisfied,2,Low,Medium,Low
43,Prefer not to say,Data Scientist,14,Hybrid,34,9,2,High,No Change,2,Neutral,4,High,Low,Low
40,Female,Software Engineer,3,Onsite,31,6,5,High,Decrease,3,Satisfied,4,High,Medium,High
30,Prefer not to say,Software Engineer,12,Hybrid,45,4,4,Medium,No Change,5,Satisfied,4,High,High,High
28,Prefer not to say,Project Manager,21,Hybrid,37,7,5,Low,Decrease,2,Satisfied,2,Low,Low,High
53,Non-binary,Software Engineer,19,Onsite,39,14,2,High,No Change,4,Satisfied,2,Low,High,Low
43,Female,Project Manager,23,Remote,23,0,1,High,Decrease,5,Satisfied,1,Low,High,Low
51,Non-binary,Data Scientist,22,Remote,32,11,3,Medium,Increase,4,Neutral,5,High,High,Medium
43,Female,Data Scientist,26,Remote,54,7,5,Medium,No Change,3,Satisfied,1,Low,Medium,High
56,Female,Data Scientist,33,Remote,44,4,2,High,Decrease,3,Satisfied,4,High,Medium,Low
49,Male,Software Engineer,19,Onsite,24,9,2,Low,No Change,2,Unsatisfied,5,High,Low,Low
58,Non-binary,Software Engineer,15,Hybrid,21,3,5,Medium,Increase,3,Neutral,1,Low,Medium,High
22,Female,Data Scientist,13,Onsite,59,14,2,High,No Change,1,Neutral,1,Low,Low,Low
33,Male,Project Manager,26,Hybrid,44,4,1,High,Decrease,2,Unsatisfied,1,Low,Low,Low
29,Non-binary,Software Engineer,31,Onsite,56,7,1,Medium,Decrease,3,Neutral,4,High,Medium,Low
39,Male,Software Engineer,5,Hybrid,51,0,1,Medium,Decrease,3,Neutral,3,Medium,Medium,Low
36,Male,Software Engineer,8,Remote,50,0,4,Low,No Change,2,Satisfied,1,Low,Low,High
40,Non-binary,Project Manager,9,Remote,27,6,5,Medium,Increase,2,Neutral,5,High,Low,High
58,Female,Project Manager,26,Onsite,25,5,1,Medium,Decrease,1,Unsatisfied,3,Medium,Low,Low
45,Female,Project Manager,6,Hybrid,40,1,2,High,Increase,2,Unsatisfied,3,Medium,Low,Low
29,Male,Project Manager,30,Hybrid,21,15,5,Medium,Increase,1,Neutral,4,High,Low,High
24,Non-binary,Data Scientist,8,Onsite,26,8,1,Low,Increase,1,Satisfied,4,High,Low,Low
30,Non-binary,Project Manager,19,Hybrid,58,7,2,Medium,No Change,2,Unsatisfied,3,Medium,Low,Low
28,Prefer not to say,Software Engineer,15,Remote,42,7,3,High,Decrease,3,Satisfied,3,Medium,Medium,Medium
26,Prefer not to say,Data Scientist,5,Onsite,26,8,5,Low,Decrease,5,Satisfied,2,Low,High,High
46,Non-binary,Data Scientist,5,Hybrid,59,10,5,Medium,No Change,2,Neutral,1,Low,Low,High
60,Prefer not to say,Data Scientist,8,Hybrid,50,12,1,High,No Change,2,Satisfied,5,High,Low,Low
42,Female,Software Engineer,28,Hybrid,39,13,4,Low,No Change,4,Unsatisfied,1,Low,High,High
30,Non-binary,Software Engineer,13,Onsite,42,10,3,Low,No Change,5,Unsatisfied,4,High,High,Medium
58,Male,Data Scientist,14,Remote,50,1,4,Medium,No Change,4,Unsatisfied,1,Low,High,High
46,Male,Data Scientist,23,Onsite,59,6,4,High,Decrease,3,Satisfied,4,High,Medium,High
24,Male,Data Scientist,24,Hybrid,45,7,2,High,No Change,1,Unsatisfied,4,High,Low,Low
39,Prefer not to say,Data Scientist,6,Onsite,39,7,1,Low,No Change,5,Unsatisfied,5,High,High,Low
40,Non-binary,Data Scientist,23,Hybrid,32,11,4,High,Increase,5,Neutral,4,High,High,High
46,Male,Project Manager,14,Onsite,59,14,5,High,Increase,4,Unsatisfied,5,High,High,High
45,Prefer not to say,Software Engineer,21,Remote,38,12,5,Medium,Decrease,2,Neutral,1,Low,Low,High
33,Female,Software Engineer,4,Onsite,38,7,4,Medium,Increase,4,Neutral,1,Low,High,High
34,Non-binary,Software Engineer,33,Hybrid,35,7,5,High,No Change,4,Neutral,5,High,High,High
25,Non-binary,Project Manager,10,Onsite,22,9,5,Medium,Decrease,2,Unsatisfied,5,High,Low,High
46,Female,Software Engineer,12,Remote,40,10,5,Low,Increase,2,Neutral,2,Low,Low,High
58,Female,Software Engineer,31,Hybrid,22,6,1,Medium,No Change,2,Neutral,3,Medium,Low,Low
39,Prefer not to say,Software Engineer,8,Hybrid,41,13,5,Medium,Decrease,3,Unsatisfied,4,High,Medium,High
28,Non-binary,Software Engineer,6,Hybrid,57,15,2,Low,No Change,2,Satisfied,1,Low,Low,Low
30,Female,Software Engineer,2,Remote,58,4,4,High,No Change,1,Neutral,4,High,Low,High
24,Male,Data Scientist,10,Remote,52,3,2,High,Decrease,1,Satisfied,3,Medium,Low,Low
43,Female,Data Scientist,4,Hybrid,57,12,3,High,Increase,3,Unsatisfied,1,Low,Medium,Medium
50,Prefer not to say,Project Manager,22,Hybrid,55,14,3,Medium,Increase,2,Neutral,2,Low,Low,Medium
60,Prefer not to say,Project Manager,12,Onsite,40,7,2,High,Decrease,1,Unsatisfied,3,Medium,Low,Low
39,Male,Project Manager,5,Hybrid,31,5,5,Low,Decrease,3,Unsatisfied,1,Low,Medium,High
43,Non-binary,Software Engineer,10,Remote,53,15,2,Medium,Increase,4,Neutral,1,Low,High,Low
58,Prefer not to say,Data Scientist,32,Onsite,25,15,1,High,No Change,4,Neutral,4,High,High,Low
27,Non-binary,Software Engineer,2,Hybrid,60,2,1,Low,Increase,3,Unsatisfied,4,High,Medium,Low
46,Female,Project Manager,29,Hybrid,26,8,5,High,No Change,3,Neutral,4,High,Medium,High
48,Prefer not to say,Data Scientist,15,Onsite,21,8,1,High,No Change,3,Satisfied,2,Low,Medium,Low
32,Male,Data Scientist,26,Onsite,58,9,1,Low,Increase,3,Neutral,4,High,Medium,Low
24,Non-binary,Data Scientist,6,Onsite,43,11,2,High,No Change,4,Satisfied,1,Low,High,Low
26,Prefer not to say,Project Manager,5,Hybrid,51,0,4,Low,Decrease,2,Unsatisfied,1,Low,Low,High
50,Non-binary,Data Scientist,29,Remote,29,14,1,Medium,No Change,2,Neutral,1,Low,Low,Low
59,Female,Software Engineer,22,Hybrid,29,2,1,Medium,Increase,5,Neutral,2,Low,High,Low
37,Non-binary,Software Engineer,2,Remote,34,14,3,Low,No Change,2,Satisfied,2,Low,Low,Medium
53,Non-binary,Project Manager,17,Onsite,30,10,2,Low,Increase,2,Satisfied,4,High,Low,Low
29,Male,Software Engineer,28,Onsite,29,9,5,Low,Increase,4,Unsatisfied,5,High,High,High
31,Female,Project Manager,25,Remote,21,10,1,High,Increase,5,Unsatisfied,5,High,High,Low
47,Non-binary,Project Manager,30,Remote,23,14,1,High,Increase,4,Unsatisfied,1,Low,High,Low
57,Male,Software Engineer,34,Remote,53,1,2,High,Increase,3,Unsatisfied,2,Low,Medium,Low
30,Female,Software Engineer,20,Onsite,50,5,2,Low,Increase,2,Neutral,5,High,Low,Low
39,Female,Software Engineer,19,Hybrid,49,0,4,Medium,Decrease,2,Satisfied,5,High,Low,High
60,Prefer not to say,Project Manager,3,Onsite,30,10,1,Medium,Decrease,1,Unsatisfied,5,High,Low,Low
38,Prefer not to say,Data Scientist,21,Remote,25,6,4,High,Increase,3,Neutral,2,Low,Medium,High
57,Non-binary,Software Engineer,10,Onsite,41,9,3,High,Increase,4,Neutral,3,Medium,High,Medium
33,Male,Data Scientist,11,Onsite,58,2,4,High,Increase,1,Satisfied,2,Low,Low,High
33,Female,Project Manager,5,Remote,51,0,3,Medium,Decrease,1,Unsatisfied,1,Low,Low,Medium
39,Non-binary,Software Engineer,22,Onsite,26,7,3,Medium,Increase,4,Satisfied,5,High,High,Medium
58,Male,Data Scientist,20,Remote,25,11,4,High,No Change,1,Neutral,1,Low,Low,High
43,Male,Project Manager,30,Remote,54,3,5,Low,No Change,1,Neutral,1,Low,Low,High
60,Male,Software Engineer,9,Hybrid,28,12,5,Medium,Increase,1,Unsatisfied,3,Medium,Low,High
45,Female,Software Engineer,15,Onsite,37,12,2,Low,Increase,3,Satisfied,5,High,Medium,Low
58,Prefer not to say,Software Engineer,5,Remote,50,8,3,Low,Decrease,3,Neutral,2,Low,Medium,Medium
42,Non-binary,Data Scientist,3,Remote,32,0,5,Medium,No Change,2,Satisfied,5,High,Low,High
43,Prefer not to say,Data Scientist,34,Onsite,42,7,5,Medium,No Change,3,Satisfied,3,Medium,Medium,High
47,Prefer not to say,Software Engineer,23,Remote,28,10,5,Low,Decrease,2,Satisfied,1,Low,Low,High
49,Non-binary,Project Manager,9,Hybrid,31,8,5,Medium,Increase,3,Neutral,5,High,Medium,High
49,Female,Software Engineer,34,Hybrid,59,0,5,High,Decrease,1,Neutral,1,Low,Low,High
40,Non-binary,Data Scientist,30,Remote,22,13,5,Low,Increase,1,Unsatisfied,3,Medium,Low,High
34,Male,Software Engineer,25,Remote,54,8,4,Medium,Increase,1,Neutral,1,Low,Low,High
27,Female,Data Scientist,9,Hybrid,48,3,3,High,Decrease,3,Satisfied,4,High,Medium,Medium
23,Non-binary,Data Scientist,24,Onsite,59,9,5,Medium,No Change,2,Unsatisfied,3,Medium,Low,High
27,Male,Project Manager,22,Hybrid,42,6,4,Low,Increase,1,Satisfied,4,High,Low,High
22,Male,Project Manager,15,Remote,39,10,4,Low,No Change,4,Neutral,1,Low,High,High
22,Prefer not to say,Project Manager,15,Remote,52,15,2,Medium,Increase,1,Satisfied,5,High,Low,Low
34,Male,Software Engineer,8,Remote,51,5,2,Medium,Decrease,4,Satisfied,2,Low,High,Low
48,Female,Software Engineer,25,Onsite,31,10,1,Low,No Change,2,Satisfied,5,High,Low,Low
29,Non-binary,Data Scientist,10,Hybrid,47,5,3,Medium,Increase,3,Unsatisfied,4,High,Medium,Medium
60,Female,Software Engineer,24,Remote,40,13,4,Medium,Increase,5,Neutral,3,Medium,High,High
35,Non-binary,Project Manager,34,Hybrid,20,12,5,Medium,No Change,2,Satisfied,2,Low,Low,High
30,Male,Data Scientist,31,Remote,36,6,1,High,Increase,5,Neutral,2,Low,High,Low
29,Male,Software Engineer,30,Hybrid,48,2,2,Medium,No Change,4,Satisfied,5,High,High,Low
45,Non-binary,Software Engineer,5,Remote,33,12,4,Low,Decrease,4,Neutral,2,Low,High,High
41,Female,Software Engineer,30,Remote,45,12,4,Low,Decrease,1,Satisfied,5,High,Low,High
49,Non-binary,Software Engineer,5,Remote,59,3,5,Low,Decrease,2,Neutral,2,Low,Low,High
42,Prefer not to say,Data Scientist,22,Hybrid,50,2,2,High,Increase,5,Neutral,1,Low,High,Low
34,Female,Project Manager,14,Remote,44,7,3,High,Increase,1,Unsatisfied,2,Low,Low,Medium
40,Non-binary,Project Manager,4,Hybrid,44,2,3,Low,Decrease,3,Satisfied,3,Medium,Medium,Medium
28,Prefer not to say,Data Scientist,5,Hybrid,45,3,2,Medium,No Change,2,Neutral,3,Medium,Low,Low
30,Female,Software Engineer,22,Remote,48,5,4,Medium,Decrease,4,Unsatisfied,3,Medium,High,High
57,Male,Software Engineer,9,Onsite,29,11,1,Medium,Increase,3,Satisfied,3,Medium,Medium,Low
33,Male,Software Engineer,30,Remote,26,9,3,Low,Increase,2,Unsatisfied,4,High,Low,Medium
38,Female,Software Engineer,9,Remote,60,2,2,High,Decrease,3,Unsatisfied,3,Medium,Medium,Low
25,Male,Project Manager,12,Hybrid,26,1,3,Low,Increase,1,Satisfied,3,Medium,Low,Medium
28,Female,Project Manager,19,Remote,50,13,5,Low,No Change,1,Unsatisfied,3,Medium,Low,High
26,Non-binary,Data Scientist,5,Onsite,26,10,2,High,Decrease,2,Neutral,4,High,Low,Low
28,Female,Data Scientist,14,Onsite,30,9,2,High,No Change,1,Unsatisfied,3,Medium,Low,Low
32,Prefer not to say,Project Manager,33,Onsite,50,7,3,High,No Change,4,Satisfied,2,Low,High,Medium
25,Non-binary,Project Manager,24,Hybrid,60,10,4,Medium,No Change,3,Unsatisfied,3,Medium,Medium,High
57,Non-binary,Software Engineer,17,Onsite,49,6,5,Low,No Change,2,Unsatisfied,5,High,Low,High
49,Female,Software Engineer,8,Remote,23,5,3,Medium,Increase,3,Satisfied,4,High,Medium,Medium
30,Male,Software Engineer,1,Hybrid,51,8,4,Medium,Decrease,5,Unsatisfied,5,High,High,High
45,Non-binary,Software Engineer,21,Onsite,22,15,5,Low,No Change,3,Neutral,1,Low,Medium,High
42,Non-binary,Project Manager,13,Remote,50,1,3,Medium,No Change,2,Satisfied,3,Medium,Low,Medium
38,Non-binary,Software Engineer,24,Remote,21,13,3,Low,Increase,4,Satisfied,3,Medium,High,Medium
23,Female,Project Manager,12,Onsite,21,14,3,Low,No Change,4,Neutral,5,High,High,Medium
41,Non-binary,Project Manager,8,Hybrid,58,15,4,Low,Decrease,2,Satisfied,2,Low,Low,High
37,Female,Data Scientist,8,Onsite,35,6,4,High,Decrease,1,Neutral,5,High,Low,High
36,Male,Project Manager,2,Hybrid,35,2,2,Low,Decrease,3,Unsatisfied,4,High,Medium,Low
34,Non-binary,Software Engineer,16,Onsite,41,14,3,High,No Change,4,Neutral,5,High,High,Medium
43,Male,Software Engineer,20,Remote,60,4,3,High,No Change,4,Unsatisfied,3,Medium,High,Medium
25,Prefer not to say,Software Engineer,26,Remote,40,10,1,High,No Change,2,Satisfied,4,High,Low,Low
58,Non-binary,Software Engineer,21,Onsite,58,15,3,Low,Decrease,4,Unsatisfied,5,High,High,Medium
38,Female,Project Manager,33,Remote,26,12,2,Low,No Change,4,Satisfied,3,Medium,High,Low
37,Male,Software Engineer,24,Onsite,48,13,3,High,No Change,5,Satisfied,3,Medium,High,Medium
24,Female,Data Scientist,35,Hybrid,34,8,4,Medium,Increase,5,Satisfied,3,Medium,High,High
53,Non-binary,Data Scientist,34,Remote,22,8,3,High,Decrease,3,Satisfied,4,High,Medium,Medium
47,Female,Software Engineer,15,Remote,46,12,4,Medium,Increase,2,Neutral,4,High,Low,High
59,Male,Project Manager,27,Remote,30,5,4,High,No Change,2,Neutral,3,Medium,Low,High
28,Non-binary,Software Engineer,7,Hybrid,59,15,4,High,Increase,2,Unsatisfied,2,Low,Low,High
52,Male,Project Manager,6,Hybrid,23,10,4,Medium,Decrease,2,Unsatisfied,4,High,Low,High
57,Male,Software Engineer,3,Remote,48,7,3,Medium,No Change,3,Unsatisfied,1,Low,Medium,Medium
45,Non-binary,Project Manager,7,Onsite,51,2,2,High,Decrease,2,Unsatisfied,2,Low,Low,Low
29,Male,Project Manager,4,Remote,41,12,3,Medium,No Change,4,Unsatisfied,4,High,High,Medium
24,Female,Data Scientist,19,Hybrid,29,6,2,High,No Change,1,Satisfied,2,Low,Low,Low
34,Female,Data Scientist,7,Remote,25,4,1,High,Decrease,3,Satisfied,1,Low,Medium,Low
27,Non-binary,Software Engineer,12,Remote,28,10,4,Medium,Decrease,2,Unsatisfied,1,Low,Low,High
24,Male,Software Engineer,14,Onsite,35,13,5,High,No Change,2,Unsatisfied,4,High,Low,High
23,Non-binary,Project Manager,35,Hybrid,45,11,1,Low,Decrease,1,Unsatisfied,1,Low,Low,Low
54,Male,Data Scientist,10,Remote,41,0,5,Low,No Change,3,Unsatisfied,5,High,Medium,High
38,Prefer not to say,Data Scientist,16,Onsite,42,2,5,Low,No Change,2,Unsatisfied,1,Low,Low,High
52,Male,Project Manager,10,Hybrid,41,0,1,Medium,Decrease,5,Unsatisfied,2,Low,High,Low
56,Female,Software Engineer,5,Remote,53,6,4,Medium,No Change,4,Unsatisfied,1,Low,High,High
23,Prefer not to say,Software Engineer,11,Hybrid,41,15,2,Low,Decrease,2,Neutral,2,Low,Low,Low
50,Non-binary,Software Engineer,5,Remote,48,2,3,Medium,No Change,2,Neutral,2,Low,Low,Medium
28,Male,Project Manager,10,Onsite,49,15,3,High,Decrease,4,Neutral,2,Low,High,Medium
41,Female,Software Engineer,30,Hybrid,40,15,4,High,No Change,2,Unsatisfied,2,Low,Low,High
23,Non-binary,Project Manager,27,Hybrid,48,5,2,Medium,Increase,2,Neutral,5,High,Low,Low
25,Male,Data Scientist,32,Onsite,45,15,3,Low,No Change,3,Unsatisfied,4,High,Medium,Medium
25,Male,Project Manager,10,Onsite,43,12,4,Low,Decrease,3,Neutral,1,Low,Medium,High
24,Female,Data Scientist,24,Remote,40,9,1,Low,Increase,3,Satisfied,5,High,Medium,Low
52,Prefer not to say,Project Manager,1,Onsite,34,13,4,High,Decrease,3,Unsatisfied,5,High,Medium,High
49,Prefer not to say,Data Scientist,25,Remote,35,11,1,Low,No Change,5,Satisfied,5,High,High,Low
58,Male,Software Engineer,20,Onsite,28,15,1,Low,Decrease,2,Neutral,4,High,Low,Low
51,Female,Software Engineer,4,Hybrid,50,1,2,Low,Decrease,2,Satisfied,5,High,Low,Low
27,Female,Software Engineer,19,Hybrid,60,7,3,High,No Change,4,Neutral,4,High,High,Medium
47,Male,Data Scientist,19,Remote,50,2,4,Medium,Decrease,2,Unsatisfied,4,High,Low,High
26,Non-binary,Software Engineer,33,Hybrid,23,4,3,High,Decrease,5,Satisfied,4,High,High,Medium
43,Female,Data Scientist,10,Onsite,26,11,1,Medium,No Change,5,Satisfied,2,Low,High,Low
46,Prefer not to say,Project Manager,35,Remote,46,1,4,Medium,No Change,4,Satisfied,2,Low,High,High
32,Non-binary,Data Scientist,13,Remote,42,5,1,Medium,Decrease,4,Unsatisfied,4,High,High,Low
48,Male,Data Scientist,18,Onsite,43,5,2,Medium,Increase,4,Satisfied,4,High,High,Low
42,Non-binary,Data Scientist,19,Onsite,33,7,4,Low,Increase,4,Neutral,2,Low,High,High
60,Male,Project Manager,33,Remote,30,8,2,Medium,Increase,3,Neutral,5,High,Medium,Low
35,Male,Data Scientist,20,Hybrid,23,2,5,Low,Increase,2,Satisfied,2,Low,Low,High
51,Female,Project Manager,28,Onsite,58,10,4,Medium,Decrease,4,Unsatisfied,5,High,High,High
53,Non-binary,Data Scientist,11,Onsite,49,8,5,Medium,No Change,2,Satisfied,5,High,Low,High
26,Prefer not to say,Data Scientist,30,Hybrid,36,1,5,High,Increase,2,Unsatisfied,4,High,Low,High
23,Female,Data Scientist,17,Hybrid,47,12,4,High,No Change,4,Satisfied,3,Medium,High,High
57,Male,Project Manager,35,Remote,25,9,2,High,Increase,2,Unsatisfied,3,Medium,Low,Low
57,Male,Software Engineer,6,Remote,51,1,5,Low,No Change,5,Satisfied,3,Medium,High,High
50,Male,Project Manager,10,Hybrid,58,12,3,High,Increase,1,Unsatisfied,5,High,Low,Medium
48,Prefer not to say,Data Scientist,6,Remote,27,7,2,High,Increase,4,Neutral,4,High,High,Low
34,Prefer not to say,Data Scientist,18,Remote,59,1,2,Medium,No Change,4,Neutral,5,High,High,Low
28,Male,Software Engineer,15,Onsite,42,7,2,Medium,No Change,3,Neutral,5,High,Medium,Low
31,Male,Software Engineer,3,Remote,45,5,1,Medium,Increase,3,Neutral,2,Low,Medium,Low
22,Male,Project Manager,20,Onsite,59,7,3,Medium,Decrease,4,Unsatisfied,2,Low,High,Medium
54,Prefer not to say,Data Scientist,14,Onsite,41,15,5,Low,Decrease,2,Unsatisfied,5,High,Low,High
48,Non-binary,Project Manager,18,Remote,30,6,3,Low,No Change,5,Satisfied,2,Low,High,Medium
28,Female,Software Engineer,25,Hybrid,31,11,4,High,No Change,5,Satisfied,3,Medium,High,High
27,Prefer not to say,Data Scientist,24,Remote,39,7,5,High,Increase,2,Neutral,4,High,Low,High
23,Female,Project Manager,5,Hybrid,49,15,3,Medium,Decrease,2,Satisfied,4,High,Low,Medium
30,Female,Software Engineer,25,Onsite,34,13,5,High,No Change,1,Unsatisfied,3,Medium,Low,High
